uid,lang,domain,source,cluster,state,chars,band,cld3,langid,reader1,reader2,confirmed,both_confirmed,historical_v3,panel_text_match,source_file,source_record,text_sha256
3705,ne,extempore,indicvoices,S4259504900394601,Assam,107,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:738,94e9111253fcc25890f1175b567b172a51fda460ee27c79e74d918bac167d797
3195,ne,extempore,indicvoices,S4259540800384019,Assam,102,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:228,4651671a65c0b1b41c4ccf4488aa6f26e22f9de7af207c4b60f094e4ec895de2
1256,hi,formal_written,wikipedia,w1601447,,848,400+,hi,hi,Both or code-switched,,false,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:563,af65987208685295f985d70fdf0e621193eafadce1d6df5150d5fe3f61ea26ae
5741,hi,conversation,indicvoices,S4258147200320205,Bihar,255,200-399,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:974,1004ead15c9bcad171ebc3ab6965874e1cbea744b54869e81bf6a18405415e69
624,ne,formal_written,wikipedia,w148523,,1002,400+,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:633,4171614de8e1ed7977b6585e1a8ddcd143f15ad3113f26e514860ccd4ff7c753
3908,ne,read_speech_iv,indicvoices,S4256991900327142,West Bengal,70,40-99,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:941,64faf65875bdf5db8dc35bbf9e960b9d481e9844e655e96821fc48d138ecdad3
2395,hi,read_speech_fleurs,fleurs,f1579hi,,168,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:83,df9f7d75c35a94d5b5e79cf1e6b9ba91a87f2e0fd5a3172dfed709f5a2a1cdbd
3665,ne,extempore,indicvoices,S4258228500397067,West Bengal,120,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:698,ac211f62d257bb0148f0e0f8d4cf30cb70945c9297bcd34b490e7e2d10007f8d
4943,hi,extempore,indicvoices,S4259746100397283,Madhya Pradesh,156,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:176,2ec5244e6abf077596edfe187adb6bd70b9a25952d4125ac3418d800f92f00c3
5002,hi,extempore,indicvoices,S4259764300304518,Madhya Pradesh,133,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:235,e37645d47ad90f40d09421f115439f973966a52b329e9e8703ff2c41b6daeca6
1860,ne,read_speech_fleurs,fleurs,f1716ne,,304,200-399,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:581,e022effc429628e7c5ae4fc82a93f3e3ee00bbac184bfbc4c5c01f29a70b0d17
6003,hi,read_speech_iv,indicvoices,S4257006800307850,Uttar Pradesh,118,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1236,cee41ec2934adc738b214d6072dea378d00c4ceae0b1fb8608e736603bf0cac9
7088,ne,formal_written_sentence,wikipedia_sentence,w99386,,95,40-99,ne,ne,Nepali,Nepali,true,true,anp_Deva,false,wikipedia_ne_extracts.json,doc:430:sentence:0,70372baf6f07d06251e28e1c3a24711c45bb8d4a854ac5e0e32762aee8b8f327
842,hi,formal_written,wikipedia,w269915,,113,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:191,7123bb77e57f061ab520630ad1b15a4a83d7eb3abf8195f0652a0f32a74620e9
7341,hi,formal_written_sentence,wikipedia_sentence,w755064,,145,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:358:sentence:1,056a081d453b83e3d4cc2e23496ed9019c219767de5381779616df8d8fc5f7f1
7598,hi,formal_written_sentence,wikipedia_sentence,w433508,,80,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:244:sentence:8,3ecda610265e1292831a53d6de2b0d68458bf341bb7230c9c6af1493f5924820
1676,ne,read_speech_fleurs,fleurs,f1977ne,,81,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:396,6d6c69b88567518f65aa95553ea46188fddda31e100638d51955dc4eb8240eb2
5121,hi,extempore,indicvoices,S4259584000342882,Uttar Pradesh,289,200-399,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:354,9ac6dadee9fd00db673eea69ca1e0e766f408bec9934b4b8c884cbaab0c0ebdf
650,hi,formal_written,wikipedia,w2587,,110,100-199,hi,hi,Hindi,Nepali,true,false,awa_Deva,false,wikipedia_hi_extracts.json,doc:2,09930923508428f50f89f4134768080dcea930df950607e70f56785862d69388
4968,hi,extempore,indicvoices,S4258741300370663,Madhya Pradesh,110,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,indicvoices_rows.json,row:hindi:201,ba5378d67250460638edc1b40578463acd524d36c0c4da12c9359ccb2bdfe08b
56,ne,formal_written,wikipedia,w15394,,1061,400+,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:56,fe31151a23f4253f5e05f338407d26e0ced9a57009cbc06c85da1cd1e5e15b00
657,hi,formal_written,wikipedia,w9035,,1456,400+,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:9,4dcc59d0086118583c8e95197a372284df065da1993cad62a7ec10e2430edc9a
277,ne,formal_written,wikipedia,w57357,,86,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:280,2baee13a3ebf56dc0fb0cc18ce414346c4ed3dd9d06ef2c107e4dac65ea40ae6
6758,ne,formal_written_sentence,wikipedia_sentence,w48316,,104,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:231:sentence:9,8d317423025faabd4d7968927cb6df7bb99c08e30db7159e208eaf0646f35a93
2790,hi,read_speech_fleurs,fleurs,f2006hi,,94,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,fleurs_hi_transcripts.json,doc:479,d1a8d2d66b1f8a7f047607a826ebe160bef09fc3e7a2ff78b7a5912dabe27b16
5535,hi,extempore,indicvoices,S4259241600355788,Bihar,166,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:768,ae2fab750eabcad112a2dffd7c9f22b1b85d4f8a95da3a6f293e7b5f27151603
872,hi,formal_written,wikipedia,w304520,,92,40-99,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,wikipedia_hi_extracts.json,doc:220,cab6d8295fd3270fedbd444e09757912769e93ef0c7102ecc26330c55543069d
2753,hi,read_speech_fleurs,fleurs,f1755hi,,45,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:443,62b791a371bcd7535aedf6217744775da934fa3783e0c6c43f6048778193f09b
4436,ne,conversation,indicvoices,S4259366500382771,West Bengal,200,200-399,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1469,c964cdb147ff7834f912c36f258df892f44869cd532be594090c9a24ad9fd187
4347,ne,conversation,indicvoices,S4258996300357024,West Bengal,117,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1380,429f3b57b01855d7a1d84ff5758252097a8131bf95dc1765e69eaf4922e41c35
4117,ne,read_speech_iv,indicvoices,S4259460700361524,West Bengal,98,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1150,cb0351582313b5985c110b99fef28adf429ce8736b06aecbdee353dc993771fe
3718,ne,extempore,indicvoices,S4258308200371901,Assam,150,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:751,eb557d52a2c4ac0a3caf7c665fca5fe8168de68f12e8a5d6d56c287a6b9b9aae
1893,ne,read_speech_fleurs,fleurs,f1853ne,,83,40-99,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,fleurs_ne_transcripts.json,doc:614,f057dd875502bc115c31082058199b02f8f3246db5d0dae2ddab97cbd7ac2854
81,ne,formal_written,wikipedia,w17605,,58,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:82,b61de58f6c3fc3b931341196e38bdb4276adf6ebd9b5b4bd9f746fcce9c1a7ad
266,ne,formal_written,wikipedia,w56756,,3645,400+,ne,ne,Both or code-switched,,false,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:269,ba14dae6cfc1b2e96991fd791649ceae0eee3672f047d49c1c1b7a57ae9c6ae1
6867,ne,formal_written_sentence,wikipedia_sentence,w99297,,168,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:428:sentence:2,8eeb0be372fb680f87813ae347cbea6435fbcae6a07eeffd3d5839192f7ad4bc
2802,hi,read_speech_fleurs,fleurs,f1923hi,,206,200-399,hi,hi,Hindi,,true,false,anp_Deva,false,fleurs_hi_transcripts.json,doc:492,0fb09e80c1c5623ae497871733669723d5beda68b67829421363663147eaf143
7603,hi,formal_written_sentence,wikipedia_sentence,w1463334,,169,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:539:sentence:8,66deb145d11c8cd995168819f17dba12d4cc9edd8e9f1e70d594b84d48ee8b92
7475,hi,formal_written_sentence,wikipedia_sentence,w1136526,,149,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:454:sentence:2,e4233d42d53c4f7a291f36461b075f2c6c3345cca912b4813297e5b212429a08
4224,ne,read_speech_iv,indicvoices,S4259325800373322,West Bengal,142,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:1257,7896b1a221b471add365cd3d94ecce634bafb4f28d074b54c68bfc05f33e3273
2977,ne,extempore,indicvoices,S4257042000305298,Assam,148,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:10,eb058526b9d64b2a94b4ad5017fee60ad994e095529681d2018fbb8f3e2d6955
4150,ne,read_speech_iv,indicvoices,S4257142500339968,West Bengal,45,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1183,e33c74ab8b401c0ce43e811dfe16e47f9b7c5dded01829c7d21361948bfaeef1
120,ne,formal_written,wikipedia,w26299,,416,400+,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:122,16bde3b30d99d3ae59ff168a9a80dd34868d70d67a1ed558dc20aaeec4afd291
793,hi,formal_written,wikipedia,w179674,,123,100-199,hi,hi,Both or code-switched,,false,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:144,539348099ab7542a987091be61745c25912f18b511a77e95e7768342fbcfcd27
5833,hi,conversation,indicvoices,S4259323400336775,Uttar Pradesh,102,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1066,84ff1541f469f6e57b272b033544860d94abd134ee2442b6ae7a36299207b681
4618,ne,conversation,indicvoices,S4258016100311156,West Bengal,146,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1651,f45471821e8d85501d3451b67c456d4778aa42244a62b203acd8273dfe85ff8f
4962,hi,read_speech_iv,indicvoices,S4257955300399195,Madhya Pradesh,81,40-99,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:195,495cd07c2774c04c58b76587eab101ea3eb0dd078c23d3958baaa47880463673
6661,ne,formal_written_sentence,wikipedia_sentence,w124548,,135,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:525:sentence:11,9cc9a171f8b57b7142fbc9f21e71afcd72da0712fc4abf3c9126c5038642fc39
977,hi,formal_written,wikipedia,w705527,,455,400+,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:317,5c9e0963b30cefd72c2d299e102e84c0a94a9c16b87894147506924407bc36b1
116,ne,formal_written,wikipedia,w26232,,391,200-399,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:118,eebf8390fc3112f0511a1310bcef29abf138535b2ec0f0b4ecf1e0f612b41496
5972,hi,read_speech_iv,indicvoices,S4259405100321386,Bihar,60,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1205,6e6e9da042bd2ebe8b57c3a771c166f527548460534cbb40eaaba3bf13df7f04
1933,ne,read_speech_fleurs,fleurs,f1814ne,,127,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,fleurs_ne_transcripts.json,doc:654,fdc7386c46cce0f333abb38b3cf4b026616a1ac96825310698a3ba74f9cfced3
4988,hi,extempore,indicvoices,S4256066300326902,Bihar,132,100-199,hi,hi,Nepali,,false,false,hin_Deva,false,indicvoices_rows.json,row:hindi:221,e8b4c671a9774e22d233037a04041fe6fe21aa3a27ace00054a053149e337a26
5968,hi,read_speech_iv,indicvoices,S4257896400378837,Madhya Pradesh,69,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1201,b7663688ac768daa0b84bcda7c9440b5c74e15fe37fc6e7b1287ac6ffee02c11
6314,hi,conversation,indicvoices,S4259590900359156,Uttar Pradesh,123,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1547,16edc9161e7dff266903893d049427c79b251f58bd28eecdfbb16db1c55319af
3400,ne,extempore,indicvoices,S4258543500363579,West Bengal,199,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:433,90d4e6252e7825ff0d64cf7c28f7275b343704f14f84132581441e8ce3d404f1
1189,hi,formal_written,wikipedia,w1333674,,1274,400+,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:507,6ca316691337ecc2fc92d4caad0ea56c5dadfd0f63cb98286987961512946e68
7197,hi,formal_written_sentence,wikipedia_sentence,w446942,,59,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts_b.json,doc:272:sentence:0,18c27058260582cd2ce663cd48602708de5e6580a6fde82b4683c0a34bde546d
4450,ne,conversation,indicvoices,S4259304600374890,West Bengal,185,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:1483,3dcfd5e2e19e0cdc59021a42216ecead92391faed56c3d169e03180e1744ecf6
6875,ne,formal_written_sentence,wikipedia_sentence,w29925,,117,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:158:sentence:13,65e7ef503ccdbac72e9715b1b402a31d65c7970ad9fd9435e36f8538ce254058
106,ne,formal_written,wikipedia,w23793,,337,200-399,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:108,fea3790a833b87ff24944f7267d78b451c85b5eaa2dbc181e4f977032cda9f37
4772,hi,read_speech_iv,indicvoices,S4257492300320508,Madhya Pradesh,168,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:5,e23ceb024b7d23321ec341bbad860816a75cceffb913472cea4f9d4f07bea66d
3761,ne,extempore,indicvoices,S4258881500377546,Assam,155,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:794,cd357d4207d8a51dca3e6de91fb885649235aa86a7e58b520eb49eb39f4fe3aa
1971,ne,read_speech_fleurs,fleurs,f1804ne,,165,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,fleurs_ne_transcripts.json,doc:692,8136ac8d5a8df2afeae56c4fb7f46c4db874a48f8c15089773eb8cf7b07d1d9a
2431,hi,read_speech_fleurs,fleurs,f1583hi,,182,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,fleurs_hi_transcripts.json,doc:121,c3ba516ce0521573eeee400314be4b0425b2d2381b34043ff78000f7136461cd
3928,ne,conversation,indicvoices,S4259805400305619,Assam,144,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:961,c03a4b450f059ad1a993a929743a11cf3c122118af62589272faba744cde1509
2607,hi,read_speech_fleurs,fleurs,f1901hi,,192,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:297,cbc5ac83eef8b98371e710a4f62e8a5d35b416495fe2e31d277f4ee8e4927163
4631,ne,conversation,indicvoices,S4257208200309853,West Bengal,127,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1664,3783a8ee6572bcf19bda9d99387d9730d69e957c30e79c6c418b2bfee725a56c
890,hi,formal_written,wikipedia,w384630,,428,400+,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,wikipedia_hi_extracts.json,doc:237,e4ffd1d060a016d82c322acfab898fa90e7eec066088019887cc8c2b1ec22516
1235,hi,formal_written,wikipedia,w1500319,,6525,400+,hi,hi,Both or code-switched,,false,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:547,109cf82b4cd3130b2cf3cc75c938f4d392e9d74a7c8c8ab0b419602fcc95b5e6
867,hi,formal_written,wikipedia,w301590,,101,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:215,b93c7d57e09d74af2778b48f79c2a1b91aa7ca2cf0376d1d6758782700e7f1dd
3791,ne,extempore,indicvoices,S4258002300311628,West Bengal,114,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:824,51fc2aee0ba6e3915aba6dcb6169ecbeab3cd73125f50f1a7fd9419560f841cb
4747,ne,conversation,indicvoices,S4259919500353239,West Bengal,107,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1780,3ac25d32e3708259a8de7b3c0a7df4bc104b458d90ab08f5b8b2630895558fa8
5802,hi,conversation,indicvoices,S4259292700350653,Bihar,178,100-199,hi,hi,Hindi,Hindi,true,true,anp_Deva,false,indicvoices_rows.json,row:hindi:1035,133b0a7ce96c01e38d7fcc4c430523e57bd03b764edda5411c5a480272279a5a
3346,ne,read_speech_iv,indicvoices,S4257025400301875,West Bengal,131,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:379,25bf14d88ec89028473f14178b556cd97c4eae3e2f9a2bf4e84a93609cb717d4
939,hi,formal_written,wikipedia,w572707,,839,400+,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,wikipedia_hi_extracts.json,doc:281,0252896949ccaa878787a445978053f62fd423901b78906145bf6bd65feb1745
775,hi,formal_written,wikipedia,w158497,,92,40-99,hi,hi,Hindi,,true,false,awa_Deva,false,wikipedia_hi_extracts.json,doc:126,788c8a3d17459776b3840e9d69f4f78d3cc7a87b12d0bed14510b52b7f93cf86
2545,hi,read_speech_fleurs,fleurs,f1586hi,,149,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:235,dfff34f125ad2bac379dee3f6cf9b51413babd8c88f13323115d48e8bf49e63f
3878,ne,extempore,indicvoices,S4257006100302166,Assam,118,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:911,6076652fc86f99778a862ad0b240b0c982dfe375384eb917a064ee340a010711
5342,hi,extempore,indicvoices,S4259452500331167,Bihar,136,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:575,0754ea84d2913c9b53cef716d69d97643856a94fa765a28d2b9d22f637beffdc
433,ne,formal_written,wikipedia,w100279,,276,200-399,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:441,9b49d7c1ce2a6b04fdd389633f7bbb414e87b0d887c0ea37c82169f62d74714b
5308,hi,extempore,indicvoices,S4259087000335811,Uttar Pradesh,140,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:541,7903bd1f5bcca9f24923a60001ce61449051c8dd40c833414971e1e3eb8bf662
849,hi,formal_written,wikipedia,w270926,,114,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:198,58878631bca5f8db1763cef7459f2934580443ed05b27e4743db4b5fa0541b12
1261,hi,formal_written,wikipedia,w1605042,,100,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,wikipedia_hi_extracts.json,doc:568,a1cd1a5d66253ebb0874809144f92a04d4682ca42f73154bee2d3b68b757498a
6094,hi,read_speech_iv,indicvoices,S4258190800356984,Madhya Pradesh,51,40-99,hi,hi,,,false,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1327,c363cd51f0c73ee738f71d4d43b9ad5b3ef26bc81eb02b061756f7918f498e2a
5486,hi,read_speech_iv,indicvoices,S4257931700392500,Bihar,185,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:719,5c0e133b14f24462c5102c04bb284882f53b22ffa5387e3788e0cc6bd3eb83c7
2829,hi,read_speech_fleurs,fleurs,f1675hi,,124,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,fleurs_hi_transcripts.json,doc:519,c70d46c63323858ab86e14d9171b59fef15b639b18a36f7a104e8179d93f9ef1
2667,hi,read_speech_fleurs,fleurs,f1802hi,,66,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,fleurs_hi_transcripts.json,doc:357,9dde274efea81ae0096bbf27cb28ba68e4a378bec228e6c656e831736ba2755a
2688,hi,read_speech_fleurs,fleurs,f1880hi,,64,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:378,3a141c9690539069bd00f16aee3283c432940e42dd5bad14167fa98ffabb1d5c
6298,hi,read_speech_iv,indicvoices,S4259459200310859,Uttar Pradesh,142,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1531,77ea459ca0c1ca73391ed5557d245a7419f5cc40a79cd41f3e71d110825393f7
4650,ne,conversation,indicvoices,S4259009100380753,West Bengal,116,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1683,f849eabb801e10e88844db7fa9e7a3d9f6d35f238b42efc4f85fba76202176a4
6120,hi,read_speech_iv,indicvoices,S4258241800310970,Madhya Pradesh,165,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1353,02a37089027e7b744a86649d61c0d5463029c28f320e53437882d0e5fd9fb167
1695,ne,read_speech_fleurs,fleurs,f1978ne,,72,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:414,0331177f98d07696149bc06da99dc27f235ac52bcdbdf3435306070039a1a436
2131,ne,read_speech_fleurs,fleurs,f1842ne,,228,200-399,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,fleurs_ne_transcripts.json,doc:851,6a49844a66cce21bc2fdee0aa8e19e34fb611a4757817c994613be48a966ae99
3229,ne,read_speech_iv,indicvoices,S4259621900384202,Assam,117,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:262,e7f7c5163137de4fb3302dfad66e2e759e1a6d5d91d5f6183296e1ad4f7abeae
7014,ne,formal_written_sentence,wikipedia_sentence,w101803,,41,40-99,ne,hi,,,false,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:451:sentence:6,fb685c982f6a1851117413726ed600b581aaa7ec6e1e29eae5be09b6ec78efe5
3980,ne,read_speech_iv,indicvoices,S4256054800302313,Assam,119,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1013,1217ed00ffda58c6c6057b95909f3ba7908c8bd1fa9652d5551b8e24fbc649a2
3727,ne,read_speech_iv,indicvoices,S4258228500397067,West Bengal,154,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:760,55441c4985203a966ab1dd9cb4a11f7f64ffdacdbb494b78e97b515b67390f80
6516,hi,read_speech_iv,indicvoices,S4259079200381229,Bihar,55,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,indicvoices_rows.json,row:hindi:1749,786feabaed9abc5d138c541fa4df2cadd3edd1286a9e543ddbe66be1fdf1f602
1285,ne,read_speech_fleurs,fleurs,f1533ne,,102,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:0,74a978294518f1d26f3dcf29acfce88a99c7705a7d4e3238a101b05c962a27fb
7290,hi,formal_written_sentence,wikipedia_sentence,w686054,,127,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:313:sentence:3,8ad0588b02c8a63bceee2d62a610cd8e5b5d3f6df06621ad65b80a8441097362
6829,ne,formal_written_sentence,wikipedia_sentence,w29070,,43,40-99,ne,ne,,,false,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:143:sentence:6,69e3ae330985aefc5dfc440e8e9176975d1b52f93dd0634a69ea8d9da2c16454
3227,ne,conversation,indicvoices,S4257970300386587,Assam,208,200-399,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:260,9a5b731955da902fd86ad7157fa005a23a879d25db014b86cbb0c65149070734
70,ne,formal_written,wikipedia,w17324,,75,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:71,96b6c0701038b45118ac0e593893d687a9c01e6e31ceb191c848c2758a16554e
3831,ne,extempore,indicvoices,S4257010100302989,Assam,233,200-399,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:864,69c6df7b762cb652d214b027803cfea5a7d77a99929ba7cd15e09ffcf1e03986
1964,ne,read_speech_fleurs,fleurs,f1835ne,,149,100-199,ne,hi,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:685,c5ad0ac04f3f9bc12b36c607f56df68b7748139095c04a78ec3aa38cee357ff9
4610,ne,conversation,indicvoices,S4259345900314682,West Bengal,138,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:1643,26200bff14b4b3f3ab50d89080f3bf12e4bf78bc7c3fd267820270077bce1c63
6500,hi,read_speech_iv,indicvoices,S4259327000381512,Uttar Pradesh,63,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1733,2623f44ea0696bfb59fdbc26023d5ed7d19ab35c14c58371f99c4a55574e13fe
3311,ne,extempore,indicvoices,S4257054200305029,Assam,248,200-399,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:344,7e59ca5127280530e0e29a13050a21995ee62b74cad654a214f1db700170e6da
7284,hi,formal_written_sentence,wikipedia_sentence,w433508,,72,40-99,hi,mr,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:244:sentence:2,25535f569aa43b7d117249b3ac621d5a0036cf1c14124099e588fea7aa6e4000
6582,ne,formal_written_sentence,wikipedia_sentence,w14726,,80,40-99,ne,hi,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:53:sentence:3,d15f13d3a0d998d5d4e7f949a7162de646e116cb6096e50e938594cbdc22e621
2746,hi,read_speech_fleurs,fleurs,f1899hi,,172,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,fleurs_hi_transcripts.json,doc:436,a003f7fef11cdcd6384a414bfe92ace98d45b01c00214626edc005ea50b5eef6
